0 | 4279779861.148150400000
1 | 4279779861.148150400000
2 | 4279779861.148150400000
3 | 4279779861.148150400000
4 | 4279779861.148150400000
5 | 4279779861.148150400000
6 | 4279779861.148150400000
7 | 4279779861.148150400000
8 | 4279779861.148150400000
9 | 4279779861.148150400000
10 | 4279779861.148150400000
11 | 4279779861.148150400000
12 | 4279779861.148150400000
13 | 4279779861.148150400000
14 | 4279779861.148150400000
15 | 4279779861.148150400000
16 | 4279779861.148150400000
17 | 4279779861.148150400000
18 | 4279779861.148150400000
19 | 4279779861.148150400000
20 | 4279779861.148150400000
21 | 4279779861.148150400000
22 | 4279779861.148150400000
23 | 4279779861.148150400000
24 | 4279779861.148150400000
25 | 4279779861.148150400000
26 | 4279779861.148150400000
27 | 4279779861.148150400000
28 | 4279779861.148150400000
29 | 4279779861.148150400000
30 | 4279779861.148150400000
31 | 4279779861.148150400000
32 | 4279779861.148150400000
33 | 4279779861.148150400000
34 | 4279779861.148150400000
35 | 4279779861.148150400000
36 | 4279779861.148150400000
37 | 4279779861.148150400000
38 | 4279779861.148150400000
39 | 4279779861.148150400000
40 | 4279779861.148150400000
41 | 4279779861.148150400000
42 | 4279779861.148150400000
43 | 4279779861.148150400000
44 | 4279779861.148150400000
45 | 4279779861.148150400000
46 | 4279779861.148150400000
47 | 4279779861.148150400000
48 | 4279779861.148150400000
49 | 4279779861.148150400000
50 | 4279779861.148150400000
51 | 4279779861.148150400000
52 | 4279779861.148150400000
53 | 4279779861.148150400000
54 | 4279779861.148150400000
55 | 4279779861.148150400000
56 | 4279779861.148150400000
57 | 4279779861.148150400000
58 | 4279779861.148150400000
59 | 4279779861.148150400000
60 | 4279779861.148150400000
61 | 4279779861.148150400000
62 | 4279779861.148150400000
63 | 4279779861.148150400000
64 | 4279779861.148150400000
65 | 4279779861.148150400000
66 | 4279779861.148150400000
67 | 4279779861.148150400000
68 | 4279779861.148150400000
69 | 4279779861.148150400000
70 | 4279779861.148150400000
71 | 4279779861.148150400000
72 | 4279779861.148150400000
73 | 4279779861.148150400000
74 | 4279779861.148150400000
75 | 4279779861.148150400000
76 | 4279779861.148150400000
77 | 4279779861.148150400000
78 | 4279779861.148150400000
79 | 4279779861.148150400000
80 | 4279779861.148150400000
81 | 4279779861.148150400000
82 | 4279779861.148150400000
83 | 4279779861.148150400000
84 | 4279779861.148150400000
85 | 4279779861.148150400000
86 | 4279779861.148150400000
87 | 4279779861.148150400000
88 | 4279779861.148150400000
89 | 4279779861.148150400000
90 | 4279779861.148150400000
91 | 4279779861.148150400000
92 | 4279779861.148150400000
93 | 4279779861.148150400000
94 | 4279779861.148150400000
95 | 4279779861.148150400000
96 | 4279779861.148150400000
97 | 4279779861.148150400000
98 | 4279779861.148150400000
99 | 4279779861.148150400000
100 | 4279779861.148150400000
101 | 4279779861.148150400000
102 | 4279779861.148150400000
103 | 4279779861.148150400000
104 | 4279779861.148150400000
105 | 4279779861.148150400000
106 | 4279779861.148150400000
107 | 4279779861.148150400000
108 | 4279779861.148150400000
109 | 4279779861.148150400000
110 | 4279779861.148150400000
111 | 4279779861.148150400000
112 | 4279779861.148150400000
113 | 4279779861.148150400000
114 | 4279779861.148150400000
115 | 4279779861.148150400000
116 | 4279779861.148150400000
117 | 4279779861.148150400000
118 | 4279779861.148150400000
119 | 4279779861.148150400000
120 | 4279779861.148150400000
121 | 4279779861.148150400000
122 | 4279779861.148150400000
123 | 4279779861.148150400000
124 | 4279779861.148150400000
125 | 4279779861.148150400000
126 | 4279779861.148150400000
127 | 4279779861.148150400000
128 | 4279779861.148150400000
129 | 4279779861.148150400000
130 | 4279779861.148150400000
131 | 4279779861.148150400000
132 | 4279779861.148150400000
133 | 4279779861.148150400000
134 | 4279779861.148150400000
135 | 4279779861.148150400000
136 | 4279779861.148150400000
137 | 4279779861.148150400000
138 | 4279779861.148150400000
139 | 4279779861.148150400000
140 | 4279779861.148150400000
141 | 4279779861.148150400000
142 | 4279779861.148150400000
143 | 4279779861.148150400000
144 | 4279779861.148150400000
145 | 4279779861.148150400000
146 | 4279779861.148150400000
147 | 4279779861.148150400000
148 | 4279779861.148150400000
149 | 4279779861.148150400000
150 | 4279779861.148150400000
151 | 4279779861.148150400000
152 | 4279779861.148150400000
153 | 4279779861.148150400000
154 | 4279779861.148150400000
155 | 4279779861.148150400000
156 | 4279779861.148150400000
157 | 4279779861.148150400000
158 | 4279779861.148150400000
159 | 4279779861.148150400000
160 | 4279779861.148150400000
161 | 4279779861.148150400000
162 | 4279779861.148150400000
163 | 4279779861.148150400000
164 | 4279779861.148150400000
165 | 4279779861.148150400000
166 | 4279779861.148150400000
167 | 4279779861.148150400000
168 | 4279779861.148150400000
169 | 4279779861.148150400000
170 | 4279779861.148150400000
171 | 4279779861.148150400000
172 | 4279779861.148150400000
173 | 4279779861.148150400000
174 | 4279779861.148150400000
175 | 4279779861.148150400000
176 | 4279779861.148150400000
177 | 4279779861.148150400000
178 | 4279779861.148150400000
179 | 4279779861.148150400000
180 | 4279779861.148150400000
181 | 4279779861.148150400000
182 | 4279779861.148150400000
183 | 4279779861.148150400000
184 | 4279779861.148150400000
185 | 4279779861.148150400000
186 | 4279779861.148150400000
187 | 4279779861.148150400000
188 | 4279779861.148150400000
189 | 4279779861.148150400000
190 | 4279779861.148150400000
191 | 4279779861.148150400000
192 | 4279779861.148150400000
193 | 4279779861.148150400000
194 | 4279779861.148150400000
195 | 4279779861.148150400000
196 | 4279779861.148150400000
197 | 4279779861.148150400000
198 | 4279779861.148150400000
199 | 4279779861.148150400000
200 | 4279779861.148150400000
201 | 4279779861.148150400000
202 | 4279779861.148150400000
203 | 4279779861.148150400000
204 | 4279779861.148150400000
205 | 4279779861.148150400000
206 | 4279779861.148150400000
207 | 4279779861.148150400000
208 | 4279779861.148150400000
209 | 4279779861.148150400000
210 | 4279779861.148150400000
211 | 4279779861.148150400000
212 | 4279779861.148150400000
213 | 4279779861.148150400000
214 | 4279779861.148150400000
215 | 4279779861.148150400000
216 | 4279779861.148150400000
217 | 4279779861.148150400000
218 | 4279779861.148150400000
219 | 4279779861.148150400000
220 | 4279779861.148150400000
221 | 4279779861.148150400000
222 | 4279779861.148150400000
223 | 4279779861.148150400000
224 | 4279779861.148150400000
225 | 4279779861.148150400000
226 | 4279779861.148150400000
227 | 4279779861.148150400000
228 | 4279779861.148150400000
229 | 4279779861.148150400000
230 | 4279779861.148150400000
231 | 4279779861.148150400000
232 | 4279779861.148150400000
233 | 4279779861.148150400000
234 | 4279779861.148150400000
235 | 4279779861.148150400000
236 | 4279779861.148150400000
237 | 4279779861.148150400000
238 | 4279779861.148150400000
239 | 4279779861.148150400000
240 | 4279779861.148150400000
241 | 4279779861.148150400000
242 | 4279779861.148150400000
243 | 4279779861.148150400000
244 | 4279779861.148150400000
245 | 4279779861.148150400000
246 | 4279779861.148150400000
247 | 4279779861.148150400000
248 | 4279779861.148150400000
249 | 4279779861.148150400000
250 | 4279779861.148150400000
251 | 4279779861.148150400000
252 | 4279779861.148150400000
253 | 4279779861.148150400000
254 | 4279779861.148150400000
255 | 4279779861.148150400000
256 | 4279779861.148150400000
257 | 4279779861.148150400000
258 | 4279779861.148150400000
259 | 4279779861.148150400000
260 | 4279779861.148150400000
261 | 4279779861.148150400000
262 | 4279779861.148150400000
263 | 4279779861.148150400000
264 | 4279779861.148150400000
265 | 4279779861.148150400000
266 | 4279779861.148150400000
267 | 4279779861.148150400000
268 | 4279779861.148150400000
269 | 4279779861.148150400000
270 | 4279779861.148150400000
271 | 4279779861.148150400000
